fecha,hora,operador,tipo_de_avion,ruta,pasajeros_a_bordo,personal_a_bordo,total_a_bordo,pasajeros_fallecidos,personal_fallecido,ground,total_fallecidos,año,dia,mes
1919-10-30,,US Aerial Mail Service,De Havilland DH.4,"Long Valley, New Jersey",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1919,30,10
1919-12-11,,Aircraft Travel Transport,de Havilland DH-4,"Catherham, Surrey, UK",1.0,1.0,1.0,1.0,1.0,0.0,1.0,1919,11,12
1920-3-10,,US Aerial Mail Service,De Havilland DH-4,"New Paris, Indiana",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1920,10,3
1920-3-30,,US Aerial Mail Service,De Havilland DH-4,"Newark, New Jersey",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1920,30,3
1920-4-10,,US Aerial Mail Service,Curtiss R-4LM,"Newark, New Jersey",1.0,1.0,2.0,0.0,1.0,0.0,1.0,1920,10,4
1920-4-11,,US Aerial Mail Service,Curtiss JN-4H,"Heller Field, New Jersey",1.0,1.0,2.0,0.0,1.0,0.0,1.0,1920,11,4
1920-5-12,,US Aerial Mail Service,De Havilland DH-4,"Oskaloosa, Iowa",1.0,1.0,2.0,1.0,0.0,0.0,1.0,1920,12,5
1920-6-06,,US Aerial Mail Service,De Havilland DH-4,"Cleveland, Ohio",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1920,6,6
1920-7-20,,Compañia Colombiana de Navegación Aérea,Farman F-40,"Cartagena, Columbia",1.0,1.0,1.0,1.0,1.0,0.0,1.0,1920,20,7
1920-8-16,,By Air,Armstrong-Whitworth F-K-8,"Bedford, England",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1920,16,8
1920-8-16,,US Aerial Mail Service,De Havilland DH-4,"College Park, Maryland",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1920,16,8
1920-9-01,,US Aerial Mail Service,Junkers JL-6,"Morristown, New Jersey",0.0,2.0,2.0,0.0,2.0,0.0,2.0,1920,1,9
1920-9-15,,US Aerial Mail Service,Junkers F-13,"Pemberville, Ohio",,,2.0,,,0.0,2.0,1920,15,9
1920-9-27,,US Aerial Mail Service,De Havilland DH-4,"Hillersburg, Pennsylvania",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1920,27,9
1920-10-02,,Latecoere Airlines,Salmson 2-A-2,"Off Port Vendres, France",1.0,1.0,2.0,1.0,1.0,0.0,2.0,1920,2,10
1920-10-05,,Latecoere Airlines,Breguet 14,"Valencia, Spain",1.0,1.0,2.0,1.0,1.0,0.0,2.0,1920,5,10
1920-10-15,,US Aerial Mail Service,De Havilland DH-4,"Batavia, Illinois",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1920,15,10
1920-11-07,,US Aerial Mail Service,De Havilland DH-4,"Tie Siding, Wyoming",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1920,7,11
1920-12-14,12:15:00,Handley Page Transport,Handley Page HP-16,"London, England",6.0,2.0,8.0,2.0,2.0,0.0,4.0,1920,14,12
1920-12-24,,Aeropostale,Breguet 14,"Barcelona, Spain",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1920,24,12
1921-2-03,,US Aerial Mail Service,De Havilland DH-4,"Mendotta, Minnisota",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1921,3,2
1921-2-09,,US Aerial Mail Service,Junkers F-13,"La Crosse, Wisconsin",0.0,3.0,3.0,0.0,3.0,0.0,3.0,1921,9,2
1921-2-15,,Aeropostale,Breguet 14,Off Gibraltar,0.0,2.0,2.0,0.0,2.0,0.0,2.0,1921,15,2
1921-2-22,,US Aerial Mail Service,De Havilland DH-4,"Elko, Nevada",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1921,22,2
1921-4-06,,Military - Royal Australian Air Force,Avro 504,"Point Cook, Australia",0.0,0.0,2.0,0.0,0.0,0.0,2.0,1921,6,4
1921-4-21,,US Aerial Mail Service,De Havilland DH-4,"Mitchel Field, NY",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1921,21,4
1921-4-29,,US Aerial Mail Service,De Havilland DH-4,"Cleveland, Ohio",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1921,29,4
1921-5-17,,US Aerial Mail Service,"De Havilland DH-4De Havilland DH-4","Rock Springs, Wyoming",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1921,17,5
1921-8-14,,Aeropostale,Breguet 14,"Toulouse, France",,,2.0,,,0.0,2.0,1921,14,8
1921-8-24,17:40:00,Military - Royal Airship Works,Royal Airship Works ZR-2 (airship),"River Humber, England",0.0,49.0,49.0,0.0,43.0,1.0,43.0,1921,24,8
1921-9-06,,Franco-Roumaine,Potez IX,"Paris, France",4.0,1.0,5.0,4.0,1.0,0.0,5.0,1921,6,9
1921-12-05,,West Australian Airways,Bristol 28 Tourer,"Near Murchinson River, Australia",0.0,2.0,2.0,0.0,2.0,0.0,2.0,1921,5,12
1922-1-14,,Handley Page Transport,Handley Page O/10,"Paris, France",4.0,1.0,5.0,4.0,1.0,5.0,5.0,1922,14,1
1922-2-21,,Military - U.S. Army Air Service,Dirigible Roma (airship),"Near Norfolk, Virginia",,,45.0,,,0.0,34.0,1922,21,2
1922-3-22,11:40:00,Aero Limited,Aeromarine Model 85 (flying boat),North Atlantic Ocean,5.0,1.0,6.0,5.0,0.0,0.0,5.0,1922,22,3
1922-4-07,13:15:00,Daimler Airways / Grands Express Aeriens,de Havilland DH-18 / Farman F-60 Goliath,"Grandvilliers, France",5.0,2.0,7.0,5.0,2.0,0.0,7.0,1922,7,4
1922-4-08,,,,"Pao Ting Fou, China",0.0,17.0,17.0,0.0,17.0,0.0,17.0,1922,8,4
1922-6-03,,Cie des Messageries Aeriennes,Bleriot Spad 27,"Off Folkestone, Kent, England",2.0,1.0,3.0,2.0,1.0,0.0,3.0,1922,3,6
1922-7-04,,,LVG C VI,"Fuhlsbuttel, Germany",2.0,1.0,3.0,1.0,1.0,0.0,2.0,1922,4,7
1922-7-16,16:45:00,Compagnie Franco-Roumaine de Navigaation Aerienne,Potez 29,"Near Saverne, Lorraine, France",4.0,1.0,5.0,4.0,1.0,0.0,5.0,1922,16,7
1922-7-26,,Grands Express Aeriens,Breguet 14,"Cadix, Spain",2.0,1.0,3.0,2.0,1.0,0.0,3.0,1922,26,7
1922-9-07,,US Aerial Mail Service,De Havilland DH-4,"Indianapolis, Indiana",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1922,7,9
1922-10-02,,de Havilland Air Service,de Havilland DH-9,"Venice, Italy",3.0,1.0,4.0,3.0,1.0,0.0,4.0,1922,2,10
1922-10-25,,Grands Express Aeriens,Breguet 14,"Larache, Morocco",1.0,1.0,2.0,1.0,1.0,0.0,2.0,1922,25,10
1922-12-03,,Grands Express Aeriens,Breguet 14,"Fez, Morocco",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1922,3,12
1923-1-10,,Amee de l'Air,Lioré-et-Olivier H-13,"Ajaccio, France",2.0,2.0,4.0,1.0,2.0,0.0,3.0,1923,10,1
1923-1-17,,Grands Express Aeriens,Breguet 14,"Barcelona, Spain",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1923,17,1
1923-1-18,,US Aerial Mail Service,De Havilland DH-4,"Cheyenne, Wyoming",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1923,18,1
1923-2-26,,US Aerial Mail Service,De Havilland DH-4,"Meadville, Pennsylvania",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1923,26,2
1923-5-14,13:42:00,Grands Express Aeriens (Air Union),Farman F-60 Goliath,"Near Amiens, Picrdie, France",4.0,2.0,6.0,4.0,2.0,0.0,6.0,1923,14,5
1923-8-27,17:30:00,Air Union,Farman F.60 Goliath,"East Mallling, United Kingdom",9.0,2.0,11.0,1.0,0.0,0.0,1.0,1923,27,8
1923-8-27,,Campagnie France Roumaine,Blériot Spad 46,"Bucharest, Romania",1.0,1.0,2.0,1.0,1.0,0.0,2.0,1923,27,8
1923-9-07,,US Aerial Mail Service,De Havilland DH-4,"Colton, Ohio",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1923,7,9
1923-9-14,18:00:00,Daimler Airways,de Havilland DH-34,"Near Ivinghoe, Buckinghamshire, England",3.0,2.0,5.0,3.0,2.0,0.0,5.0,1923,14,9
1923-11-18,,CCCP,Junkers F-13,Russia,2.0,3.0,5.0,1.0,2.0,0.0,3.0,1923,18,11
1923-12-06,,US Aerial Mail Service,De Havilland DH-4,"Castalia, Ohio",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1923,6,12
1923-12-23,02:30:00,Military - French Navy,Zeppelin Dixmunde (airship),Over the Mediterranean Sea,,,52.0,,,0.0,52.0,1923,23,12
1923-12-24,,US Aerial Mail Service,De Havilland DH-4,"Egbert, WY",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1923,24,12
1924-3-07,,US Aerial Mail Service,De Havilland DH-4,"Grampian, Pennsylvania",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1924,7,3
1924-4-24,,KLM Royal Dutch Airlines,Fokker F.III,Over the English Channel,2.0,1.0,3.0,2.0,1.0,0.0,3.0,1924,24,4
1924-6-08,,SCADTA,Junkers F-13,"Barranquilla, Colombia",3.0,2.0,5.0,3.0,2.0,0.0,5.0,1924,8,6
1924-8-01,,US Aerial Mail Service,De Havilland DH-4,United States,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1924,1,8
1924-11-06,,Grands Express Aeriens,Breguet 14,"Cabrerolles, France",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1924,6,11
1924-12-21,,US Aerial Mail Service,De Havilland DH-4,"Goshen, Indiana",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1924,21,12
1924-12-24,12:00:00,Imperial Airways,de Havilland DH-34B,"Purley, England",7.0,1.0,8.0,7.0,1.0,0.0,8.0,1924,24,12
1925-3-22,,Zakavia,Junkers F-13,"Near Tiflis, Georgia, USSR",3.0,2.0,5.0,3.0,2.0,0.0,5.0,1925,22,3
1925-4-25,,Grands Express Aeriens,Breguet 14,"Alicante, Spain",1.0,2.0,3.0,1.0,2.0,0.0,3.0,1925,25,4
1925-6-25,,KLM Royal Dutch Airlines,Fokker (KLM)  F.III,"Landrécies, France",3.0,1.0,4.0,3.0,1.0,0.0,4.0,1925,25,6
1925-6-26,,Grands Express Aeriens,Lioré-et-Olivier LeO H-13,"Alicante, Spain",0.0,2.0,2.0,0.0,2.0,0.0,2.0,1925,26,6
1925-7-20,,Lignes Aeriennes Latecoere,Breguet 14,"Rosas, Spain",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1925,20,7
1925-7-24,,CIDNA,Potez IX,"Budapest, Hungary",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1925,24,7
1925-9-03,05:30:00,Military - U.S. Navy,Dirigible ZR-1 Shenandoah (airship),"Caldwell, Ohio",0.0,43.0,43.0,0.0,14.0,0.0,14.0,1925,3,9
1925-9-07,,CIDNA,Spad 33,"Toul, France",,,,,,,,1925,7,9
1925-10-01,,US Aerial Mail Service,De Havilland DH-4,"Mt. Nittany, Ohio",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1925,1,10
1925-11-14,,Lignes Aeriennes Latecoere,Breguet 14,"Nouadhibou, Mauritania",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1925,14,11
1925-11-14,,Air Union,Farman F-60 Goliath,"Off Boulogne-sur-Mer, France",,,2.0,,,0.0,2.0,1925,14,11
1926-2-12,,US Aerial Mail Service,Curtiss Carrier Pigeon,"Montpelier, Ohio",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1926,12,2
1926-3-08,,Deutche Lufthansa,Junkers F-13,"Staaken, Germany",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1926,8,3
1926-5-31,,Air Union,Breguet 14,English Channel,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1926,31,5
1926-7-03,,Compagnie Internationale de Navigation Aérienne,Caudron C-61,"Rossaugpt, Czechoslovakia",4.0,2.0,6.0,4.0,2.0,0.0,6.0,1926,3,7
1926-7-09,09:30:00,KLM Royal Dutch Airlines,Fokker F7,"Wolvertem, Belgium",1.0,1.0,2.0,1.0,1.0,0.0,2.0,1926,9,7
1926-7-24,,Deutsche Lufthansa,Junkers F-13,"Juist, Germany",4.0,1.0,5.0,4.0,1.0,0.0,5.0,1926,24,7
1926-8-18,,Air Union,Bleriot 155,"Hurst, Kent, England",13.0,2.0,15.0,2.0,1.0,0.0,3.0,1926,18,8
1926-9-26,,,Sikorsky S-25,"New York, New York",4.0,1.0,5.0,2.0,0.0,0.0,2.0,1926,26,9
1926-10-02,15:27:00,Air Union,Bleriot 155,"Leigh, Kent, Unied Kingdom",5.0,2.0,7.0,5.0,2.0,0.0,7.0,1926,2,10
1926-10-08,,Deutsche Lufthansa,Fokker FG III,"Bueren, Germany",3.0,1.0,4.0,3.0,1.0,0.0,4.0,1926,8,10
1926-10-21,13:15:00,Imperial Airways,Handley Page W-10,English Channel,10.0,2.0,12.0,0.0,0.0,0.0,0.0,1926,21,10
1926-11-11,08:00:00,Grands Express Aeriens,Breguet 14,"Cape Bojador, Morocco",3.0,0.0,3.0,3.0,0.0,0.0,3.0,1926,11,11
1926-12-16,,Pacific Air Transport,Ryan M-1,"Medford, Oregon",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1926,16,12
1927-1-12,,Fokker,Fokker F-VII,"Estaires, France",0.0,2.0,0.0,0.0,2.0,0.0,0.0,1927,12,1
1927-3-20,,Grands Express Aeriens,Breguet 14,"Rabat, Morocco",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1927,20,3
1927-3-24,,Qantas,de Havilland DH-9C,"Tambo, Qld, Australia",2.0,1.0,3.0,2.0,1.0,0.0,3.0,1927,24,3
1927-4-15,,Varney Air Lines,"SwallowSwallow","King Hill, Idaho",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1927,15,4
1927-4-22,,Deutsche Lufthansa,Fokker FG III,"Floh, Germany",1.0,1.0,2.0,1.0,1.0,0.0,2.0,1927,22,4
1927-4-22,,US Aerial Mail Service,Douglas M-4,"Goshen, Indiana",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1927,22,4
1927-5-02,,Air Union,SPCA Meteore 63,"Algiers, Algeria",0.0,3.0,3.0,0.0,1.0,0.0,1.0,1927,2,5
1927-7-27,,Deutsche Lufthansa,Junkers F-13,"Amoneburg, Germany",3.0,2.0,5.0,3.0,2.0,0.0,5.0,1927,27,7
1927-8-22,08:30:00,KLM Royal Dutch Airlines,Fokker F-VIII,"Sevenoaks, England",9.0,2.0,11.0,0.0,1.0,0.0,1.0,1927,22,8
1927-9-03,,Colonial Air Transport,Fokker Universal,"Willington, Connecticut",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1927,3,9
1927-9-17,,Reynolds Airways,Fokker F-VII,"Hadley, New Jersey",11.0,1.0,12.0,6.0,1.0,0.0,7.0,1927,17,9
1927-9-17,04:05:00,Private,Fokker F7,Atlantic Ocean,1.0,2.0,3.0,1.0,2.0,0.0,3.0,1927,17,9
1927-9-23,10:00:00,Deutsche Lufthansa,Dornier Merkur,"Schleiz, Germany",4.0,2.0,6.0,4.0,2.0,0.0,6.0,1927,23,9
1927-10-06,,Lignes Aeriennes Latecoere,Breguet 14,"Thies, Mauritania",0.0,2.0,2.0,0.0,2.0,0.0,2.0,1927,6,10
1927-10-30,,Colonial Air Transport,Fairchild FC-2,"New Brunswick, New Jersey",3.0,1.0,4.0,3.0,1.0,0.0,4.0,1927,30,10
1927-11-08,,CIDNA,Farman F-121 Jabiru,"Strasburg, France",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1927,8,11
1927-11-16,,Aero O-Y,Junkers F-13,Over the Gulf of Finland,4.0,2.0,6.0,4.0,2.0,0.0,6.0,1927,16,11
1927-11-29,,National Air Transport,Douglas M-4,"Corunna, Indiana",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1927,29,11
1927-12-28,,Aeropostale,Breguet 14,"Almeria, Spain",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1927,28,12
1927-12-31,,Latecoere Airlines,Latécoère 23 (flying boat),"Near Marseille,France",0.0,5.0,5.0,0.0,5.0,0.0,5.0,1927,31,12
1928-1-08,,Colonial Western Airlines,Fairchild FC-2,"Near Canajoharie, New York",1.0,2.0,3.0,1.0,2.0,0.0,3.0,1928,8,1
1928-1-16,,Aeropostale,Latecoere 25,"Solis, Uruguay",0.0,2.0,2.0,0.0,2.0,0.0,2.0,1928,16,1
1928-1-22,,Aeropostale,Breguet 14,"L'Hospitalet, Ariège",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1928,22,1
1928-1-22,,Aeropostale,Breguet 14,"Tarragona, Spain",0.0,2.0,2.0,0.0,2.0,0.0,2.0,1928,22,1
1928-1-27,,Aeropostale,Breguet 14,"Almeria, Spain",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1928,27,1
1928-2-26,,Boeing Air Transport,Boeing 40,"Marquette, Nebraska",1.0,1.0,2.0,1.0,0.0,0.0,1.0,1928,26,2
1928-3-11,,Air Union,Farman F-60 Goliath,"Off Cape Griz Nez, France",0.0,2.0,2.0,0.0,2.0,0.0,2.0,1928,11,3
1928-4-17,,Boeing Air Transport,Boeing 40,"Federal, Wyoming",1.0,1.0,2.0,1.0,0.0,0.0,1.0,1928,17,4
1928-4-19,,Iberia Airlines,Rohrbach Roland,"Minuesa, Spain",7.0,2.0,9.0,7.0,2.0,0.0,9.0,1928,19,4
1928-5-07,,Aeropostale,Latecoere 26,"Florianopolis, BrazilFlorianopolis, BrazilFlorianopolis, Brazil",3.0,2.0,5.0,1.0,0.0,0.0,1.0,1928,7,5
1928-5-12,,Ford Air Freight Inc.,Ford 4,"Dearborn, Minnesota",0.0,2.0,2.0,0.0,2.0,0.0,2.0,1928,12,5
1928-5-26,,Deutsche Lufthansa,Junkers F-13,"Radevormwald, Germany",4.0,1.0,5.0,2.0,1.0,0.0,3.0,1928,26,5
1928-6-14,,Deutsche Lufthansa,AEGK,"Frankfurt, Germany",4.0,1.0,5.0,4.0,1.0,0.0,5.0,1928,14,6
1928-6-22,,National Air Transport,Douglas M-4,"Lebo, Kansas",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1928,22,6
1928-7-10,,Aero O-Y,Junkers F-13,Over the Gulf of Finland,4.0,2.0,6.0,4.0,2.0,0.0,6.0,1928,10,7
1928-7-13,,Imperial Airways,Vickers 74 Vulcan,"Purley, England",5.0,1.0,6.0,4.0,0.0,0.0,4.0,1928,13,7
1928-7-24,14:48:00,KLM Royal Dutch Airlines,Fokker (KLM) F.III,"Waalhaven, Netherlands",5.0,1.0,6.0,1.0,0.0,0.0,1.0,1928,24,7
1928-8-25,11:00:00,British Columbia Airways,Ford 4-AT-B Tri Motor,"Near Port Townsend, BC, Canada",5.0,2.0,7.0,5.0,2.0,0.0,7.0,1928,25,8
1928-9-02,09:15:00,CIDNA,Bleriot Spad 33,"Toul, France",2.0,3.0,5.0,2.0,3.0,0.0,5.0,1928,2,9
1928-9-04,,Qantas,de Havilland DH.50J,"Adelaide Hills, Australia",0.0,2.0,2.0,0.0,1.0,0.0,1.0,1928,4,9
1928-9-04,11:30:00,National Parks Airways,Fokker Super Universal,"Pocatello, Idaho",6.0,1.0,7.0,6.0,1.0,0.0,7.0,1928,4,9
1928-9-06,,Deutsche Lufthansa,Fokker FG III,"Heroldbach, Germany",2.0,1.0,3.0,2.0,1.0,0.0,3.0,1928,6,9
1928-10-04,,Aeropostale,Breguet 14,"Gerona, Spain",2.0,1.0,3.0,2.0,1.0,0.0,3.0,1928,4,10
1928-10-18,,National Air Transport,Douglas M-4,"Polk, Pennsylvania",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1928,18,10
1928-10-31,,Air Union,Bleriot Spad 56,"Valence, France",1.0,1.0,2.0,0.0,1.0,0.0,1.0,1928,31,10
1928-11-15,,Aeropostale,Latecoere 32,Off Gibraltar,,3.0,3.0,0.0,1.0,0.0,1.0,1928,15,11
1928-11-24,,Universal Airlines,Hamilton H-47,"Edgerton, Ohio",2.0,1.0,3.0,2.0,1.0,0.0,3.0,1928,24,11
1928-11-25,,Continental Air Lines,Travel Air 4000,"Edgerton, Ohio",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1928,25,11
1928-11-25,,National Air Transport,Douglas M-4,"Bristolville, Ohio",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1928,25,11
1928-12-01,10:00:00,Sunbeam Air Transport Co.,Ford 4-AT-B Tri Motor,"Spur, Texas",4.0,1.0,5.0,4.0,1.0,0.0,5.0,1928,1,12
1928-12-03,08:00:00,Syndicato Condor,Dornier Wal,"Near Rio de Janeiro,Brazil",9.0,5.0,14.0,9.0,5.0,0.0,14.0,1928,3,12
1928-12-10,10:45:00,Spokane Airways,Ford Tri-motor 4,"Spokan, Washington",3.0,2.0,5.0,3.0,2.0,0.0,5.0,1928,10,12
1928-12-11,,Deutsche Lufthansa,Junkers G-31,"Letzlingen, Germany",1.0,3.0,4.0,0.0,3.0,0.0,3.0,1928,11,12
1928-12-20,,National Air Transport,Douglas M-4,"Huron, Ohio",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1928,20,12
1928-12-23,,Interstate Airlines,Fairchild FC-2,"Chattanooga, Tennessee",3.0,1.0,4.0,3.0,1.0,0.0,4.0,1928,23,12
1928-12-31,,CIDNA,Blériot Spad 66,"Reims, France",2.0,1.0,3.0,2.0,0.0,0.0,2.0,1928,31,12
1929-1-05,,Colonial Air Transport,Fairchild FC-2,"Stafford Springs, Connecticut",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1929,5,1
1929-1-18,,Varney Air Lines,Stearman C-38,"Cove, Oregon",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1929,18,1
1929-1-25,,Aeroespresso,CMASA Wal,"Near Corfu, Greece",7.0,2.0,9.0,7.0,2.0,0.0,2.0,1929,25,1
1929-1-31,,Aeropostale,Latecoere 26,Off Morocco,0.0,2.0,2.0,0.0,2.0,0.0,2.0,1929,31,1
1929-1-31,,Skyline Transportation Company,Travel Air 4000,"Morgantown, West Virginia",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1929,31,1
1929-3-17,17:00:00,Colonial Western Airlines,Ford 5-AT-B Tri Motor,"Newark, New Jersey",13.0,2.0,15.0,13.0,1.0,0.0,14.0,1929,17,3
1929-3-30,09:18:00,New Standard Airlines,Fokker F-VIIA,"Near Beaumont, California",3.0,1.0,4.0,3.0,1.0,0.0,4.0,1929,30,3
1929-4-21,11:45:00,Maddux Airlines / Military - U.S.Army Air Force,Ford 5-AT-B Tri-Motor / B-PW-9D,"San Diego, California",3.0,3.0,6.0,3.0,3.0,0.0,6.0,1929,21,4
1929-5-09,,Mexicana,Ford Tri-motor 4,"Tampico, Mexico",4.0,1.0,5.0,4.0,1.0,0.0,5.0,1929,9,5
1929-5-18,,MALERT,Fokker F-III,"Tököl,  Pest Hungary",0.0,2.0,2.0,0.0,2.0,0.0,2.0,1929,18,5
1929-5-22,,Aeropostale,Cams 53,Algiers,3.0,3.0,6.0,3.0,2.0,0.0,4.0,1929,22,5
1929-6-13,08:00:00,Pan American Airways,Fokker F-X,"Santiago de Cuba, Cuba",1.0,4.0,5.0,1.0,1.0,0.0,2.0,1929,13,6
1929-6-14,,Aeropostale,Breguet 14,"Barcelona, Spain",0.0,2.0,2.0,0.0,1.0,0.0,1.0,1929,14,6
1929-6-17,11:30:00,Imperial Airways,Handley Page W-10,"Off Dungeness, England",11.0,2.0,13.0,7.0,0.0,0.0,7.0,1929,17,6
1929-6-24,,Northwest Orient Airlines,Ford 5-AT-B Tri-Motor,"St. Paul, Minnesota",6.0,2.0,8.0,0.0,1.0,0.0,1.0,1929,24,6
1929-6-29,21:00:00,Bodensee Aerolloyd,Domier Delphin III (flying boat),"Near Lindau, Bavaria, Germany",4.0,1.0,5.0,4.0,1.0,0.0,5.0,1929,29,6
1929-6-29,,Continental Air Lines,Travel Air 4000,"Columbus, Ohio",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1929,29,6
1929-8-11,,Middle States Airlines,Lockheed 5 Vega,"Clovis, New Mexico",2.0,2.0,4.0,2.0,2.0,0.0,4.0,1929,11,8
1929-8-24,,Ukvozduchput,Kalinin K-4,"Sochi, Russia",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1929,24,8
1929-8-24,,Deutsche Lufthansa,Fokker FG II,"Elm, Germany",4.0,1.0,5.0,3.0,1.0,0.0,4.0,1929,24,8
1929-9-02,,Associated Aviators,Lockheed Vega,"Needles, California",0.0,2.0,2.0,0.0,1.0,0.0,1.0,1929,2,9
1929-9-03,11:01:00,Trans Continental Air Transport,Ford 5-AT-B Tri Motor,"Mt. Taylor, near Grants, New Mexico",5.0,3.0,8.0,5.0,3.0,0.0,8.0,1929,3,9
1929-9-06,,Imperial Airways,de Havilland DH-66 Hercules,"Jask, Iran",2.0,3.0,5.0,1.0,2.0,0.0,3.0,1929,6,9
1929-9-14,,Aeropostale,Latecoere 25,North Atlantic Ocean,4.0,2.0,6.0,4.0,2.0,0.0,6.0,1929,14,9
1929-9-14,18:00:00,Skyways,Travel Air 6000,"Saint Catharines, Ontario",5.0,1.0,6.0,5.0,1.0,0.0,6.0,1929,14,9
1929-9-17,,Colonial Air Transport,Pitcairn PA-6 Mailwing,"Mt Lamentation, Connecticut",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1929,17,9
1929-9-17,,Aeropostale,Latecoere 25-3-R,"Off Larache, Morocco",3.0,2.0,5.0,3.0,2.0,0.0,5.0,1929,17,9
1929-9-17,,Pickwick Airways,Fairchild 71,"Jacumba, California",0.0,2.0,2.0,0.0,1.0,0.0,1.0,1929,17,9
1929-10-26,18:00:00,Imperial Airways,Short Calcutta (flying boat),"Off Spezia, Italy",5.0,2.0,7.0,5.0,2.0,0.0,7.0,1929,26,10
1929-10-29,,Continental Air Lines,Stearman C-38,"Mount Vernon, Ohio",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1929,29,10
1929-10-31,,Bremerton-Seattle Air Taxi / Gorst Air Lines,Loening C-2C,"Off Bremerton, Washington",0.0,2.0,2.0,0.0,2.0,0.0,2.0,1929,31,10
1929-11-04,07:00:00,Corp. Aeronautica de Transportes,Lockheed Vega 5,"Cerro del Carbon, Mexico",3.0,1.0,4.0,3.0,1.0,0.0,4.0,1929,4,11
1929-11-06,10:10:00,Deutsche Lufthansa,Junkers G-24,"Near Godstone, Surrey, England",4.0,4.0,8.0,3.0,4.0,0.0,7.0,1929,6,11
1929-11-16,09:35:00,Air Union,Liore et Olivier 190,"Off Corsica, France",0.0,3.0,3.0,0.0,3.0,0.0,3.0,1929,16,11
1929-11-20,,S.A.M. Società Aerea Mediterranea,Savoia Marchetti S55,"Terranova Pausania, East Sardinia",9.0,3.0,12.0,1.0,0.0,0.0,1.0,1929,20,11
1929-11-30,,Varney Air Lines,Stearman M-2 Speedmail,"Vancouver, Washington",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1929,30,11
1929-12-02,,National Air Transport,Douglas M-3,"Chagrin Falls, Ohio",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1929,2,12
1929-12-19,,Deutsche Lufthansa,Arado V1,"Near Berlin, Germany",0.0,2.0,3.0,0.0,2.0,0.0,2.0,1929,19,12
1929-12-30,17:00:00,Trans Continental Air Transport,Travel Air B6000,"Amarillo, Texas",3.0,2.0,5.0,3.0,2.0,0.0,5.0,1929,30,12
1930-1-10,,Boeing Air Transport,Boeing 95,"Brawnson, Nebraska",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1930,10,1
