fecha,hora,operador,tipo_de_avion,ruta,pasajeros_a_bordo,personal_a_bordo,total_a_bordo,pasajeros_fallecidos,personal_fallecido,ground,total_fallecidos,año,dia,mes
1963-7-01,,Varig,Douglas DC-3,"Passo Fundo, Brazil",15.0,3.0,18.0,13.0,2.0,0.0,15.0,1963,1,7
1963-7-02,15:49:00,Mohawk Airlines,Martin 404,"Rochester, New York",40.0,3.0,43.0,5.0,2.0,0.0,7.0,1963,2,7
1963-7-03,09:09:00,New Zealand National Airways,Douglas DC-3,"Mt. Ngatamahinerua, New Zealand",20.0,3.0,23.0,20.0,3.0,0.0,23.0,1963,3,7
1963-7-13,05:06:00,Aeroflot,Tupolev TU-104B,"Near Irkutsk, Russia",24.0,8.0,32.0,24.0,8.0,0.0,32.0,1963,13,7
1963-7-15,,Air Madagascar,Douglas C-47,"Farafangana, Madagascar",8.0,4.0,12.0,2.0,4.0,0.0,6.0,1963,15,7
1963-7-17,,Air America,Curtiss C-46F,"Pak Tha, Laos",0.0,6.0,6.0,0.0,6.0,0.0,6.0,1963,17,7
1963-7-27,01:50:00,United Arab Airlines,de Havilland Comet 4C,"Off Bandra, Maharashtra, India",55.0,8.0,63.0,55.0,8.0,0.0,63.0,1963,27,7
1963-8-04,,Sadai,Douglas DC-3,"Ibicaré, Brazil",7.0,3.0,10.0,7.0,3.0,0.0,10.0,1963,4,8
1963-8-10,16:36:00,Danish Air Force,Catalina Flying Boat,"Cape Desolation, Greenland",7.0,6.0,13.0,7.0,6.0,0.0,13.0,1963,10,8
1963-8-12,14:19:00,Air Inter,Vickers Viscount 708,"Lyon, France",16.0,4.0,20.0,16.0,4.0,1.0,20.0,1963,12,8
1963-8-14,15:00:00,American Air  Export & Import Co.,Curtiss C-46F-1-CU,"Near Great Falls, Montana",0.0,2.0,2.0,0.0,1.0,0.0,1.0,1963,14,8
1963-8-17,14:11:00,Fujita Koku Kabushki Kai,de Havilland DH-114 Heron,"Hachijo-Jima Island, Japan",16.0,3.0,19.0,16.0,3.0,0.0,19.0,1963,17,8
1963-8-21,12:15:00,Aeroflot,Tupolev Tu-124,"Near Leningrad , Russia",45.0,7.0,52.0,0.0,0.0,0.0,0.0,1963,21,8
1963-8-24,10:53:00,Aeroflot,Ilyushin Il-14P,"Near Kutaisa, Russia",27.0,5.0,32.0,27.0,5.0,0.0,32.0,1963,24,8
1963-8-28,12:30:00,Military - U.S. Air Force / Military -  U.S. Air Force,Boeing KC-135A / Boeing KC-135A,"Off Miami, Florida",0.0,11.0,11.0,0.0,11.0,0.0,11.0,1963,28,8
1963-9-02,,,Curtiss C-46 Commando,Northeast Laos,13.0,3.0,16.0,12.0,3.0,,15.0,1963,2,9
1963-9-04,06:22:00,Swissair,Sud-Aviation Caravelle III,"Durrenasch, Aargau, Switzerland",74.0,6.0,80.0,74.0,6.0,0.0,80.0,1963,4,9
1963-9-11,04:00:00,Indian Airlines,Vickers Viscount 768D,"Near Patti, India",13.0,5.0,18.0,13.0,5.0,0.0,18.0,1963,11,9
1963-9-12,00:30:00,Air Nautic,Vickers Viking 1B,"Perpignan, France",36.0,4.0,40.0,36.0,4.0,0.0,40.0,1963,12,9
1963-9-22,,Military - U.S. Air Force,Douglas C-133A,"Off Dover, Deleware",0.0,10.0,10.0,0.0,10.0,0.0,10.0,1963,22,9
1963-10-09,,Aeronaves de Panama,Douglas C-74,"Near Marseilles, France",0.0,6.0,6.0,0.0,6.0,0.0,6.0,1963,9,10
1963-10-14,11:33:00,New York Airways,Boeing Vetrol 107 II helicopter,"Jamaica, New York",3.0,3.0,6.0,3.0,3.0,0.0,6.0,1963,14,10
1963-10-18,,Military - Soviet Air Force,Antonov AN-12,"Near Aswan, Egypt",25.0,6.0,31.0,25.0,6.0,0.0,31.0,1963,18,10
1963-10-20,,Aeroflot,Ilyushin IL-14,"Hayes Island, Russia",5.0,2.0,7.0,5.0,2.0,0.0,7.0,1963,20,10
1963-10-22,10:40:00,British Aircraft Corporation,BAC One-Eleven 200AB,"Near Tisbury, England",0.0,7.0,7.0,0.0,7.0,0.0,7.0,1963,22,10
1963-11-08,17:59:00,Finnair,Douglas DC-3,"Mariehamn, Aaland Island, Finland",21.0,3.0,24.0,19.0,3.0,0.0,22.0,1963,8,11
1963-11-29,18:33:00,Trans Canada Air Lines,McDonnell Douglas DC-8F-54F,"Ste. Therese de Blainville, Canada",111.0,7.0,118.0,111.0,7.0,0.0,118.0,1963,29,11
1963-12-07,19:19:00,Zantop Air Transport,Curtis C-46A-20-CU,"Near Nederland, Colorado",1.0,2.0,3.0,1.0,2.0,0.0,3.0,1963,7,12
1963-12-08,20:59:00,Pan American World Airways,Boeing B-707-121,"Elkton, Maryland",73.0,8.0,81.0,73.0,8.0,0.0,81.0,1963,8,12
1963-12-12,14:45:00,Trans Mediterranean Airways,Douglas C-54A,"Gazni, Afghanistan",0.0,3.0,3.0,0.0,3.0,0.0,3.0,1963,12,12
1963-12-15,,Misrair,Vickers 634 Viking 1B,"Cairo, Egypt",1.0,5.0,6.0,1.0,5.0,0.0,6.0,1963,15,12
1963-12-17,23:41:00,Western Airlines,Douglas DC-6B,"Los Angeles, California",40.0,6.0,46.0,0.0,0.0,0.0,0.0,1963,17,12
1964-1-09,09:50:00,Aerolineas Litoral Argentina,Douglas DC-3,"Zarate, Argentina",27.0,3.0,30.0,25.0,3.0,0.0,28.0,1964,9,1
1964-2-03,20:30:00,Turkish Airlines (THY),Douglas C-47A,"Near Ankara, Turkey",0.0,3.0,3.0,0.0,3.0,0.0,3.0,1964,3,2
1964-2-03,08:00:00,South Central Airlines,Beech D18S,"Gainsville, Florida",9.0,1.0,10.0,9.0,1.0,0.0,10.0,1964,3,2
1964-2-04,,Lloyd Aéreo Boliviano,Douglas DC-3,"Yacuiba, Bolivia",26.0,3.0,29.0,,,0.0,2.0,1964,4,2
1964-2-18,15:40:00,Military - Indian Air Force,Ilyushin IL-14,"Banihal Pass, India",8.0,5.0,13.0,8.0,5.0,0.0,13.0,1964,18,2
1964-2-21,16:00:00,Philippine Air Lines,Douglas DC-3,"Marawi, Philippines",29.0,3.0,32.0,28.0,3.0,0.0,31.0,1964,21,2
1964-2-25,02:06:00,Eastern Air Lines,McDonnell Douglas DC-8-21,"Lake Pontchartrain, New Orleans, Louisiana",51.0,7.0,58.0,51.0,7.0,0.0,58.0,1964,25,2
1964-2-27,06:15:00,Fuji Airlines,Convair CV-240-0,"Oita, Japan",37.0,5.0,42.0,18.0,2.0,0.0,20.0,1964,27,2
1964-2-29,14:44:00,British Eagle International Airlines,Bristol Britannia 312,"Near Innsbruck, Austria",75.0,8.0,83.0,75.0,8.0,0.0,83.0,1964,29,2
1964-3-01,11:29:00,Paradise Airlines,Lockheed 049 Constellation,"Near Zephyr Cove, Nevada",81.0,4.0,85.0,81.0,4.0,0.0,85.0,1964,1,3
1964-3-04,,Military - Indian Air Force,Fairchild C-119,"Barrackpore, India",17.0,5.0,22.0,17.0,5.0,0.0,22.0,1964,4,3
1964-3-08,23:56:00,Snow Valley Ski Lines,Douglas DC-3,Near Chicago Illinois,28.0,2.0,30.0,0.0,1.0,0.0,1.0,1964,8,3
1964-3-08,18:45:00,Taxi Aereo de Santander,Douglas DC-3,"Bogota, Colombia",25.0,3.0,28.0,25.0,3.0,0.0,28.0,1964,8,3
1964-3-10,08:22:00,Slick Airways - Cargo,Douglas DC-4,"Boston, Massachutes",0.0,3.0,3.0,0.0,3.0,0.0,3.0,1964,10,3
1964-3-12,20:50:00,Frontier Airlines,Douglas DC-3C,"Miles City, Montana",2.0,3.0,5.0,2.0,3.0,0.0,5.0,1964,12,3
1964-3-20,07:20:00,Commercial Air Taxi,Piper PA-23,"Near Danbury, North Carolina",2.0,1.0,3.0,2.0,1.0,0.0,3.0,1964,20,3
1964-3-28,22:39:00,Alitalia,Vickers Viscount 785D,"Mt. Vesuvius, Italy",40.0,5.0,45.0,40.0,5.0,0.0,45.0,1964,28,3
1964-3-28,06:00:00,Private - Facilities Management Co.,Douglas C-54A-10-DC,North Pacific Ocean,6.0,3.0,9.0,6.0,3.0,0.0,9.0,1964,28,3
1964-4-12,,Aden Airways,Douglas DC-3,"Hargeisa, Somalia",12.0,3.0,15.0,12.0,3.0,0.0,15.0,1964,12,4
1964-4-17,19:32:00,Middle East Airlines,Sud Aviation Caravelle 3,"Dhahran, Saudi Arabia",42.0,7.0,49.0,42.0,7.0,0.0,49.0,1964,17,4
1964-4-17,15:14:00,Wein Alaska Airlines Inc.,Cessna 185,"Elim, Alaska",1.0,1.0,2.0,1.0,1.0,0.0,2.0,1964,17,4
1964-4-18,20:53:00,Military  - US Air Force,Fairchild C-119G / Fairchild C-119G,"Wilmington, Ohio",0.0,19.0,19.0,0.0,17.0,,17.0,1964,18,4
1964-5-07,06:49:00,Pacific Air Lines,Fairchild F-27A,"San Ramon, California",41.0,3.0,44.0,41.0,3.0,0.0,44.0,1964,7,5
1964-5-08,20:20:00,Fuerza Aérea Argentina,Douglas C-54,"Near Lima, Peru",42.0,7.0,49.0,40.0,6.0,0.0,46.0,1964,8,5
1964-5-11,,Military - US Air Navy,Lockheed P-2E Neptune,"Off Rota, Spain",0.0,10.0,10.0,0.0,10.0,0.0,10.0,1964,11,5
1964-5-11,19:20:00,Military - U.S. Air Force,Boeing C-135B,"Papanga, Philippines",74.0,10.0,84.0,74.0,5.0,1.0,79.0,1964,11,5
1964-5-20,10:00:00,Philippine Air Lines,de Havilland Canada DHC-3 Otter,"Sibuco Point ,Philippines",10.0,1.0,11.0,10.0,1.0,0.0,11.0,1964,20,5
1964-5-27,15:00:00,VASP,Douglas C-47-DL (DC-3),"Itapecerica da Serra, Brazil",0.0,3.0,3.0,0.0,3.0,0.0,3.0,1964,27,5
1964-6-13,,Saudi Arabian Airlines,Douglas C-47A,"Jeddah, Saudia ArabiaJeddah, Saudia Arabia",0.0,2.0,2.0,0.0,2.0,0.0,2.0,1964,13,6
1964-6-20,17:40:00,Civil Air Transport,Curtiss C-46-CU,"Taichung, Taiwan",52.0,5.0,57.0,52.0,5.0,0.0,57.0,1964,20,6
1964-6-21,04:00:00,TASSA,Douglas DC-3,"Off Palma de Mallorca, Spain",25.0,3.0,28.0,1.0,0.0,0.0,1.0,1964,21,6
1964-7-08,12:10:00,United Air Lines,Caravelle VIR,"Knoxville, Tennessee",48.0,5.0,53.0,1.0,0.0,0.0,1.0,1964,8,7
1964-7-09,18:15:00,United Air Lines,Vickers Viscount 745D,"Parrottsville, Tennesee",35.0,4.0,39.0,35.0,4.0,0.0,39.0,1964,9,7
1964-7-15,09:33:00,Lufthansa,Boeing 720,"Ansbach, Germany",0.0,3.0,3.0,0.0,3.0,0.0,3.0,1964,15,7
1964-7-16,18:29:00,Eastern Air Lines,Douglas DC-7B,"Richmond, Virginia",71.0,5.0,76.0,0.0,0.0,0.0,0.0,1964,16,7
1964-7-31,16:52:00,Private,Beechcraft 35-B33 Debonair,"Near Nashville, Tennesee",1.0,1.0,2.0,1.0,1.0,0.0,2.0,1964,31,7
1964-8-22,,Servicios Aéreos Cochabamba,Douglas C-47A-25-DK,"Near Tipuani, Bolivia",2.0,2.0,4.0,2.0,2.0,0.0,4.0,1964,22,8
1964-9-02,21:11:00,Aeroflot,Ilyushin IL-18B,"Island of Sakhalin, Russia",78.0,9.0,87.0,78.0,9.0,0.0,87.0,1964,2,9
1964-9-04,19:00:00,Military - Royal Thai Air Force,Douglas C-47,"Near Vaong Nong, Thailand",,,34.0,,,0.0,28.0,1964,4,9
1964-9-04,16:34:00,VASP,Vickers Viscount 710C,"Pico da Caledonia, Brazil",34.0,5.0,39.0,34.0,5.0,0.0,39.0,1964,4,9
1964-9-15,17:51:00,AVIANCA,Douglas C-47A,"Near Condoto, Colombia",0.0,2.0,2.0,0.0,2.0,0.0,2.0,1964,15,9
1964-10-02,,Interocean,Lockheed L-749A-79 Constellation,"Addis Ababa, Ethiopia",0.0,7.0,7.0,0.0,1.0,0.0,1.0,1964,2,10
1964-10-02,05:45:00,Union des Transportes Aeriens,Douglas DC-6B,"Near Trevelez, Granada, Spain",73.0,7.0,80.0,73.0,7.0,0.0,80.0,1964,2,10
1964-10-09,20:26:00,Tarom,Ilyushin IL-14,"Near Sibiu, Romania",28.0,4.0,32.0,28.0,4.0,0.0,32.0,1964,9,10
1964-10-19,11:35:00,Military - Soviet Air Force,Ilyushin IL-18,"Near Belgrade, Yugoslavia",29.0,4.0,33.0,29.0,4.0,0.0,33.0,1964,19,10
1964-10-27,,Military - US Navy,Douglas A-3D Skywarrior,"El Centro, California",0.0,3.0,3.0,0.0,3.0,6.0,3.0,1964,27,10
1964-11-03,11:10:00,Mustang Aviati,Beechcraft C45G,"Branson, Colorado",4.0,1.0,5.0,4.0,1.0,0.0,5.0,1964,3,11
1964-11-15,20:25:00,Bonanza Airlines,Fairchild F-27A,"Las Vegas, Nevada",26.0,3.0,29.0,26.0,3.0,0.0,29.0,1964,15,11
1964-11-17,18:55:00,Military - U.S. Navy,Lockheed P-3A,"Off Argentia, Newfoundland, Canada",0.0,10.0,10.0,0.0,10.0,0.0,10.0,1964,17,11
1964-11-20,21:14:00,Linjeflyg,Convair CV-440,"Angelholm, Sweden",39.0,4.0,43.0,29.0,2.0,0.0,31.0,1964,20,11
1964-11-23,14:09:00,Trans World Airlines,Boeing B-707-331,"Rome, Italy",62.0,11.0,73.0,45.0,5.0,0.0,50.0,1964,23,11
1964-11-29,19:20:00,Air Congo (BIAS)?,Douglas DC-4,"Leopoldville, Democratic Republic of the Congo",11.0,3.0,14.0,3.0,3.0,0.0,6.0,1964,29,11
1964-12-08,10:48:00,Aerolineas Abaroa,Douglas DC-3,"Tripuani, Bolivia",13.0,4.0,17.0,13.0,4.0,0.0,17.0,1964,8,12
1964-12-11,,Military - Vietnamese Air Force,Fairchild C-123,"Near Da Nang, South Vietnam",32.0,6.0,38.0,32.0,6.0,0.0,38.0,1964,11,12
1964-12-21,18:40:00,Fleming Airways System Transport,Douglas DC-3,"Near Kaliba, Philippines",36.0,3.0,39.0,1.0,0.0,0.0,1.0,1964,21,12
1964-12-24,,SATCO,Douglas DC-3,"Yurimaguas, Peru",22.0,1.0,23.0,0.0,1.0,0.0,1.0,1964,24,12
1964-12-24,00:31:00,Flying Tiger Line,Lockheed L-1049H Super Constellation,"Near San Francisco, California",0.0,3.0,3.0,0.0,3.0,0.0,3.0,1964,24,12
1964-12-29,,Lineas Aéreas Sud Americana,Curtiss C-46,"Near Turrialba, Costa Rica",0.0,5.0,5.0,0.0,5.0,0.0,5.0,1964,29,12
1964-12-30,02:14:00,Zantop Air Transport,Curtis C-46A,"Detroit, Michigan",2.0,2.0,4.0,2.0,2.0,0.0,4.0,1964,30,12
1965-1-02,09:57:00,Aeroflot,Lisunov LI-2,"Near Darwaza, Russia",22.0,2.0,24.0,22.0,2.0,0.0,24.0,1965,2,1
1965-1-03,21:03:00,Aeroflot / Kazakhstan,Ilyushin IL-18B,"Alma-Ata, Kazakhstan",95.0,8.0,103.0,61.0,3.0,0.0,64.0,1965,3,1
1965-1-16,09:30:00,Military - U.S. Air Force,Boeing KC-135A,"Wichita, Kansas",0.0,7.0,7.0,0.0,7.0,23.0,7.0,1965,16,1
1965-1-17,09:00:00,Aerovias del Norte,Curtiss C-46,"Near Durango, Mexico",7.0,3.0,10.0,7.0,3.0,0.0,10.0,1965,17,1
1965-1-22,,Military - U.S. Air Force,Douglas C-124C,Mt. Helmos. Greece,0.0,10.0,10.0,0.0,10.0,0.0,10.0,1965,22,1
1965-2-06,08:36:00,LAN,Douglas DC-6B,"San Jose Volcano, Chile",80.0,7.0,87.0,80.0,7.0,0.0,87.0,1965,6,2
1965-2-08,18:26:00,Eastern Air Lines,Douglas DC-7B,"Off Jones Beach, Wantagh, New York",79.0,5.0,84.0,79.0,5.0,0.0,84.0,1965,8,2
1965-2-13,10:22:00,Aeroflot,Ilyushin IL-14P,"Near Shirinbulak, Azerbaijan",19.0,4.0,23.0,19.0,4.0,0.0,23.0,1965,13,2
1965-2-13,04:20:00,Aerolineas El Salvador,Curtiss C-46A,"Miami, Florida",0.0,2.0,2.0,0.0,2.0,0.0,2.0,1965,13,2
1965-3-02,07:45:00,Aeroflot,Li-2,"Near Aradan, Russia",27.0,4.0,31.0,27.0,4.0,0.0,31.0,1965,2,3
1965-3-08,11:35:00,Aeroflot,Tupolev Tu-124V,"Kuibyshev , Russia",21.0,9.0,30.0,21.0,9.0,0.0,30.0,1965,8,3
1965-3-08,10:30:00,Fairways (Filipinas Orient Airways),Douglas DC-3,"Libmanan, Philippines",9.0,3.0,12.0,7.0,3.0,0.0,10.0,1965,8,3
1965-3-17,09:22:00,Eastern Provincial Airways,Handley Page HPR-7 Herald 211,"Musquodoboit, Nova Scotia, Canada",5.0,3.0,8.0,5.0,3.0,0.0,8.0,1965,17,3
1965-3-18,18:10:00,Miami Aviaition/Air Manila,Douglas DC--3,"Trinity Bay, Newfoundland, Canada",0.0,2.0,2.0,0.0,2.0,0.0,2.0,1965,18,3
1965-3-20,13:13:00,Aeroflot,Antonov AN-24,"Khanty, Russia",42.0,5.0,47.0,42.0,1.0,0.0,43.0,1965,20,3
1965-3-22,14:55:00,AVIANCA,Douglas C-47,"Sugar Loaf Mountain, Colombia",26.0,2.0,28.0,26.0,2.0,0.0,28.0,1965,22,3
1965-3-23,,Military - Royal Canadian Air Force,Canadair CP-107 MK-2,"Off San Juan, Puerto Rico",14.0,2.0,16.0,14.0,2.0,0.0,16.0,1965,23,3
1965-3-26,,Pakistan International Airlines,Douglas C-47,"Lowery Pass, Pakistan",22.0,4.0,26.0,18.0,4.0,0.0,22.0,1965,26,3
1965-3-31,08:04:00,Iberia Airlines,Convair CV-440-62,"Off Tangier, Morocco",48.0,5.0,53.0,45.0,5.0,0.0,50.0,1965,31,3
1965-4-10,23:20:00,Alia Royal Jordanian Airlines,Handley Page Dart Herald 207,"Near Damascus, Syria",50.0,4.0,54.0,50.0,4.0,0.0,54.0,1965,10,4
1965-4-14,18:06:00,British United Airways,Douglas C-47B,"Jersey, Channel Islands, UK",23.0,4.0,27.0,23.0,3.0,0.0,26.0,1965,14,4
1965-4-23,14:23:00,Aaxico Airlines,Douglas DC-6A,"Near Seattle, Washington",0.0,5.0,5.0,0.0,5.0,0.0,5.0,1965,23,4
1965-5-05,21:17:00,Iberia Airlines,Lockheed 1049G-55 Super Constellation,"Tenerife, Canary Islands, SpainCanary Islands",40.0,9.0,49.0,24.0,6.0,0.0,30.0,1965,5,5
1965-5-20,23:48:00,Pakistan International Airlines,Boeing B-720-040B,"Cairo, Egypt",114.0,13.0,127.0,108.0,13.0,0.0,121.0,1965,20,5
1965-5-27,,Mattagami Skyways,Noorduyn Norseman,"Cooper Lake, Ontario, Canada",4.0,1.0,5.0,2.0,1.0,0.0,3.0,1965,27,5
1965-6-15,09:50:00,Military - U.S. Army / Military - U.S. Army,Bell UH-1D / Bell UH1D (helicopters),"Near Colombus, Georgia",,,18.0,,,0.0,18.0,1965,15,6
1965-6-25,01:46:00,Military - U.S. Air Force,Boeing C-135A,"Near Santa Ana, California",73.0,12.0,85.0,73.0,12.0,0.0,85.0,1965,25,6
1965-6-28,13:10:00,Pan American World Airways,Boeing B-707-321B,"San Francisco, California",143.0,10.0,153.0,0.0,0.0,0.0,0.0,1965,28,6
1965-7-01,05:29:00,Continental Airlines,Boeing B-707-124,"Kansas City, Missouri",60.0,6.0,66.0,0.0,0.0,0.0,0.0,1965,1,7
1965-7-06,16:00:00,Military -Royal Air Force,Handley Page Hastings C Mark 1,"Near Oxford, England",35.0,6.0,41.0,35.0,6.0,0.0,41.0,1965,6,7
1965-7-07,01:30:00,Military - Soviet Air Force,Antonov AN-12,"Cairo, Egypt",22.0,9.0,31.0,21.0,9.0,0.0,30.0,1965,7,7
1965-7-08,15:40:00,Canadian Pacific Air Lines,Douglas DC-6B,"Dog Creek, British Columbia, Canada",46.0,6.0,52.0,46.0,6.0,0.0,52.0,1965,8,7
1965-7-11,22:22:00,Military - U.S. Air Force,EC-121H (Super Constellation),"Off Nantucket, Massachusetts",15.0,4.0,19.0,13.0,3.0,0.0,16.0,1965,11,7
1965-7-15,17:05:00,Virgin Islands Airways,de Havilland 106A,"St. Thomas, Virgin Islands",11.0,1.0,12.0,7.0,1.0,0.0,8.0,1965,15,7
1965-7-25,07:40:00,Military - Philippine Air Force,Douglas C-47,"Near Libacao, Philippines",30.0,7.0,37.0,30.0,7.0,0.0,37.0,1965,25,7
1965-8-04,23:34:00,Rutas Internacionales Peruanes,Douglas C-54D,"Panama City, Panama",4.0,3.0,7.0,4.0,3.0,0.0,7.0,1965,4,8
1965-8-12,11:00:00,Paraense Transportes Aéreos,Curtiss C-46A,"Near Cuiaba, Brazil",10.0,3.0,13.0,10.0,3.0,0.0,13.0,1965,12,8
1965-8-16,20:21:00,United Air Lines,Boeing B-727-22,"Lake Michigan, near Chicago, Illinois",24.0,6.0,30.0,24.0,6.0,0.0,30.0,1965,16,8
1965-8-20,13:08:00,LOT Polish Airlines,Vickers 804 Viscount,"Jeuk, Belgium",0.0,4.0,4.0,0.0,4.0,0.0,4.0,1965,20,8
1965-8-24,10:10:00,Military - U.S. Marine Corps,Lockheed KC-130F,Hong Kong,66.0,6.0,72.0,57.0,2.0,0.0,59.0,1965,24,8
1965-9-04,09:40:00,Cordova Airlines,Aero Commander 680,"Lake Tustumena, Alaska",4.0,1.0,5.0,3.0,1.0,0.0,4.0,1965,4,9
1965-9-11,16:25:00,Filipinas Orient Airways,Douglas DC-3A,"Near La Carlota, Phillipines",8.0,3.0,11.0,8.0,3.0,0.0,11.0,1965,11,9
1965-9-14,,Ethiopian Airlines,Douglas DC-3,"Gore, Ethiopia",14.0,3.0,17.0,14.0,3.0,0.0,17.0,1965,14,9
1965-9-16,,Air Vietnam (South Vietnam),Douglas DC-3,"Quang Ngai, South Vietnam",36.0,3.0,39.0,35.0,3.0,0.0,38.0,1965,16,9
1965-9-16,11:02:00,TAO,Transportes Aéreos Orientales,"Near Pastaza, Ecuador",8.0,3.0,11.0,6.0,3.0,0.0,9.0,1965,16,9
1965-9-17,11:25:00,Pan American World Airways,Boeing B-707-121B,"Chances Peak, Montserrat",21.0,9.0,30.0,21.0,9.0,0.0,30.0,1965,17,9
1965-9-27,15:10:00,Air America,Beechcraft C-45H,"Bao Trai, Vietnam",1.0,2.0,3.0,1.0,2.0,0.0,3.0,1965,27,9
1965-10-08,06:30:00,Pakistan International Airlines,Fokker F-27 Friendship 200,"Near Patian, Pakistan",0.0,4.0,4.0,0.0,4.0,0.0,4.0,1965,8,10
1965-10-17,,AVIANCA,Douglas DC-3 / Piper PA-18A,"Bucaramanga, Colombia",15.0,4.0,19.0,15.0,4.0,0.0,19.0,1965,17,10
1965-10-18,16:30:00,International Control Commision,Boeing 307 Stratoliner B-1,"Near Hanoi, Vietnam",9.0,4.0,13.0,9.0,4.0,0.0,13.0,1965,18,10
1965-10-20,10:33:00,Philippine Air Lines,Douglas DC-3,"Near Manila, Philippines",34.0,3.0,37.0,1.0,0.0,0.0,1.0,1965,20,10
1965-10-27,01:23:00,British European Airways,Vickers Vanguard 951,"London, England",30.0,6.0,36.0,30.0,6.0,0.0,36.0,1965,27,10
1965-11-02,,Military - French Air Force,Douglas C-47A,"Obock, French Somaliland",25.0,5.0,30.0,25.0,5.0,0.0,30.0,1965,2,11
1965-11-03,07:30:00,Military - Argentine Air Force,Douglas C-54,"Off Puerto Lemon, Costa Rica",59.0,9.0,68.0,59.0,9.0,0.0,68.0,1965,3,11
1965-11-08,19:02:00,American Airlines,Boeing B-727-23,"Cincinnati Airport, near Covington, Kentucky",56.0,6.0,62.0,53.0,5.0,0.0,58.0,1965,8,11
1965-11-08,12:25:00,Aerolineas TAO,Douglas C-47DL,"Near Boqueron, Colombia",25.0,5.0,30.0,25.0,5.0,0.0,30.0,1965,8,11
1965-11-10,15:57:00,Aeroflot,Tupolev TU-124,"Murmansk, Russia",57.0,7.0,64.0,30.0,2.0,0.0,32.0,1965,10,11
1965-11-11,17:52:00,United Air Lines,Boeing B-727-22,"Salt Lake City, Utah",85.0,6.0,91.0,43.0,0.0,0.0,43.0,1965,11,11
1965-11-14,17:21:00,Paul Kelly Flying Service Inc.,Learjet 23,"Near Palm Springs, California",6.0,2.0,8.0,6.0,2.0,0.0,8.0,1965,14,11
1965-11-27,07:15:00,Edde Airlines,Douglas C-53-DO (DC-3A),"Salt Lake City , Utah",9.0,4.0,13.0,9.0,4.0,0.0,13.0,1965,27,11
1965-12-04,16:18:00,Trans World Airlines / Eastern Air Lines,Boeing B-707-131B / L1049C Constellation,"Carmel, New York",100.0,12.0,112.0,3.0,1.0,0.0,4.0,1965,4,12
1965-12-07,18:40:00,Spantax,Douglas DC-3,"Tenerife, Canary Islands",28.0,4.0,32.0,28.0,4.0,0.0,32.0,1965,7,12
1965-12-11,15:00:00,Military - U.S. Air Force,Fairchild C-123C,"Near Tuy Hoa, South Vietnam",81.0,4.0,85.0,81.0,4.0,0.0,85.0,1965,11,12
1965-12-16,17:22:00,Air Manila,Douglas DC-3A,"Legaspi, Philippines",18.0,3.0,21.0,0.0,2.0,0.0,2.0,1965,16,12
1966-1-01,,Garuda  Indonesia Airlines / Garuda Indonesia Airlines,Douglas DC-3 / Douglas DC-3,"Near Palembang, Sumatra, Indonesia",26.0,8.0,34.0,26.0,8.0,0.0,34.0,1966,1,1
1966-1-01,05:30:00,Aeroflot,Ilyushin IL-14P,"Kamchatsky, Russia",18.0,5.0,23.0,18.0,5.0,0.0,23.0,1966,1,1
1966-1-09,18:22:00,Satena,DC3(C47),"Chipaque, Cundinamarca, Colombia",11.0,2.0,11.0,11.0,2.0,0.0,11.0,1966,9,1
1966-1-14,15:07:00,Aeroflot,Antonov AN-2,"Shamurat, Uzbekistan",9.0,2.0,11.0,9.0,2.0,0.0,11.0,1966,14,1
1966-1-15,20:55:00,AVIANCA,Douglas DC-6-54B,"Off Cartagena, Colombia",60.0,4.0,64.0,52.0,4.0,0.0,56.0,1966,15,1
1966-1-17,10:30:00,Military - US Air Force,Boeing B52 Stratofortress/Boeing KC 135A,"Palomares, Spain",0.0,11.0,11.0,0.0,7.0,0.0,7.0,1966,17,1
1966-1-22,,COHATA,Douglas DC-3,"Port-au-Prince, Haiti",28.0,7.0,35.0,23.0,7.0,0.0,30.0,1966,22,1
1966-1-24,08:02:00,Air India,Boeing B-707-437,"Mont Blanc, French Alps, Switzerland",106.0,11.0,117.0,106.0,11.0,0.0,117.0,1966,24,1
1966-1-25,10:15:00,Military - U.S. Air Force,Fairchild C-123B,"Near Binh Khe, South Vietnam",42.0,4.0,46.0,42.0,4.0,0.0,46.0,1966,25,1
1966-1-28,17:50:00,Lufthansa,Convair CV-440-0,"Bremen, Germany",42.0,4.0,46.0,42.0,4.0,0.0,46.0,1966,28,1
1966-2-04,19:00:00,All Nippon Airways,Boeing B-727-81,"Tokyo Bay, Japan",126.0,7.0,133.0,126.0,7.0,0.0,133.0,1966,4,2
1966-2-07,11:55:00,Indian Airlines,Fokker F-27 Friendship 200,"Srinagar, India",33.0,4.0,37.0,33.0,4.0,0.0,37.0,1966,7,2
1966-2-15,,Indian Airlines,Sud Aviation SE-210 Caravelle VIN,"Delhi, India",73.0,7.0,80.0,2.0,0.0,0.0,2.0,1966,15,2
1966-2-16,01:38:00,Aeroflot,Tupolev Tu-114,"Moscow, Russia",47.0,19.0,66.0,8.0,13.0,0.0,21.0,1966,16,2
1966-2-16,16:35:00,Aeroflot,Ilyushin II-14,"Pechora, Russia",18.0,8.0,26.0,18.0,8.0,0.0,26.0,1966,16,2
